0 0 0 8/19 9/19 6/19 15/19 22/19 26/19 33/19 44/19 55/19 0
0 0 0 6/17 7/17 5/17 27/34 1 41/34 30/17 38/17 89/34 0
0 0 0 4/11 5/11 4/11 17/22 21/22 14/11 39/22 117/44 29/11 0
0 0 0 3/7 10/21 13/42 109/126 47/42 82/63 118/63 143/63 109/42 0
0 0 0 13/29 15/29 11/29 73/87 31/29 4/3 161/87 227/87 74/29 0
0 0 0 5/17 7/17 7/17 12/17 21/17 21/17 26/17 38/17 93/34 0
0 0 0 2/9 7/18 7/18 25/36 19/18 1 3/2 37/18 41/18 0
0 0 0 2/9 7/18 1/2 2/3 19/18 10/9 3/2 5/2 41/18 0
0 0 0 6/19 8/19 15/38 91/114 45/38 45/38 97/57 42/19 45/19 0
0 0 0 7/23 10/23 12/23 52/69 27/23 28/23 113/69 117/46 53/23 0
0 0 0 7/24 11/24 2/3 17/24 65/48 29/24 73/48 49/24 245/96 0
0 0 0 1/5 9/20 3/5 53/80 47/40 41/40 29/20 9/5 17/8 0
0 0 0 7/24 11/24 29/48 23/32 5/4 9/8 37/24 15/8 101/48 0
0 0 0 1/5 2/5 1/2 11/20 7/5 5/4 6/5 5/2 11/4 0
0 0 0 2/15 2/5 7/15 1/2 6/5 31/30 17/15 13/6 32/15 0
0 0 0 1/6 7/18 5/9 1/2 7/6 10/9 7/6 29/12 19/9 0
0 0 0 3/14 3/7 5/7 31/56 81/56 199/168 67/56 31/14 839/336 0
0 0 0 3/20 9/20 13/20 43/80 51/40 25/24 6/5 79/40 61/30 0
0 0 0 9/13 10/13 3/13 9/13 15/13 18/13 22/13 27/13 67/26 0
0 0 0 7/11 8/11 2/11 7/11 1 27/22 18/11 21/11 49/22 0
0 0 0 3/5 11/15 4/15 2/3 1 4/3 26/15 71/30 12/5 0
0 0 0 10/13 11/13 5/26 10/13 15/13 107/78 24/13 77/39 59/26 0
0 0 0 14/19 16/19 5/19 15/19 43/38 163/114 36/19 134/57 45/19 0
0 0 0 1/2 2/3 1/3 7/12 7/6 7/6 17/12 23/12 7/3 0
0 0 0 5/13 8/13 4/13 7/13 1 12/13 17/13 22/13 24/13 0
0 0 0 5/13 8/13 5/13 7/13 1 14/13 18/13 27/13 25/13 0
0 0 0 7/12 3/4 7/24 2/3 7/6 7/6 19/12 11/6 23/12 0
0 0 0 8/15 11/15 2/5 2/3 7/6 37/30 8/5 13/6 2 0
0 0 0 1/2 3/4 5/8 11/16 45/32 41/32 51/32 31/16 39/16 0
0 0 0 1/3 2/3 8/15 3/5 7/6 31/30 43/30 5/3 29/15 0
0 0 0 1/2 3/4 17/32 11/16 41/32 19/16 51/32 7/4 31/16 0
0 0 0 5/17 9/17 8/17 8/17 23/17 20/17 19/17 39/17 5/2 0
0 0 0 3/14 1/2 3/7 3/7 8/7 27/28 15/14 55/28 27/14 0
0 0 0 1/4 1/2 1/2 7/16 9/8 17/16 9/8 71/32 31/16 0
0 0 0 7/23 13/23 16/23 12/23 67/46 163/138 55/46 49/23 331/138 0
0 0 0 2/9 5/9 11/18 1/2 5/4 55/54 43/36 67/36 52/27 0
0 0 0 5/6 11/12 1/6 3/4 7/6 4/3 19/12 11/6 7/3 0
0 0 0 7/9 8/9 1/9 13/18 1 7/6 14/9 5/3 35/18 0
0 0 0 8/11 10/11 2/11 17/22 1 14/11 18/11 45/22 23/11 0
0 0 0 10/11 1 3/22 19/22 13/11 89/66 20/11 59/33 45/22 0
0 0 0 13/15 1 1/5 9/10 7/6 127/90 28/15 19/9 32/15 0
0 0 0 2/3 5/6 1/4 2/3 7/6 7/6 17/12 7/4 53/24 0
0 0 0 1/2 3/4 1/4 5/8 1 11/12 4/3 19/12 7/4 0
0 0 0 6/11 9/11 3/11 15/22 1 12/11 16/11 21/11 20/11 0
0 0 0 8/11 10/11 5/22 17/22 13/11 13/11 18/11 19/11 20/11 0
0 0 0 9/13 12/13 4/13 21/26 31/26 33/26 22/13 53/26 25/13 0
0 0 0 2/3 14/15 8/15 4/5 43/30 4/3 5/3 28/15 73/30 0
0 0 0 6/13 11/13 6/13 19/26 31/26 14/13 20/13 21/13 25/13 0
0 0 0 9/14 13/14 13/28 23/28 37/28 5/4 12/7 12/7 27/14 0
0 0 0 7/17 11/17 7/17 9/17 23/17 20/17 19/17 37/17 41/17 0
0 0 0 4/13 8/13 5/13 1/2 15/13 25/26 14/13 49/26 24/13 0
0 0 0 5/14 9/14 3/7 15/28 8/7 15/14 8/7 59/28 13/7 0
0 0 0 9/22 15/22 7/11 13/22 65/44 40/33 27/22 23/11 79/33 0
0 0 0 5/16 11/16 9/16 19/32 41/32 101/96 5/4 59/32 23/12 0
0 0 0 3/7 1/2 1/2 5/7 6/7 8/7 11/7 13/7 17/7 0
0 0 0 5/13 6/13 6/13 19/26 10/13 27/26 21/13 24/13 59/26 0
0 0 0 7/20 9/20 1/2 7/10 3/4 11/10 8/5 19/8 23/10 0
0 0 0 7/15 8/15 1/2 73/90 9/10 52/45 79/45 86/45 23/10 0
0 0 0 11/25 13/25 13/25 58/75 22/25 89/75 128/75 179/75 57/25 0
0 0 0 3/11 4/11 8/11 6/11 10/11 10/11 13/11 18/11 45/22 0
0 0 0 1/4 1/3 2/3 13/24 5/6 3/4 7/6 19/12 7/4 0
0 0 0 1/5 1/3 11/15 8/15 4/5 13/15 6/5 32/15 9/5 0
0 0 0 1/3 5/12 17/24 49/72 23/24 23/24 13/9 7/4 23/12 0
0 0 0 5/18 7/18 7/9 17/27 17/18 1 37/27 9/4 17/9 0
0 0 0 5/17 7/17 1 10/17 21/17 1 43/34 28/17 141/68 0
0 0 0 3/14 5/14 13/14 29/56 15/14 23/28 8/7 10/7 47/28 0
0 0 0 5/17 7/17 31/34 41/68 39/34 16/17 22/17 26/17 59/34 0
0 0 0 2/11 3/11 9/11 4/11 10/11 9/11 9/11 18/11 20/11 0
0 0 0 1/9 2/9 7/9 5/18 7/9 11/18 2/3 25/18 4/3 0
0 0 0 1/7 2/7 11/14 5/14 11/14 11/14 6/7 53/28 3/2 0
0 0 0 2/9 1/3 19/18 5/12 11/9 97/108 11/12 29/18 395/216 0
0 0 0 2/13 4/13 1 19/52 14/13 59/78 11/13 37/26 56/39 0
0 0 0 7/11 8/11 4/11 7/11 10/11 13/11 17/11 19/11 49/22 0
0 0 0 3/5 7/10 3/10 3/5 4/5 21/20 3/2 8/5 39/20 0
0 0 0 8/15 2/3 2/5 3/5 4/5 17/15 23/15 21/10 31/15 0
0 0 0 8/11 9/11 7/22 8/11 21/22 40/33 19/11 56/33 45/22 0
0 0 0 2/3 7/9 7/18 13/18 17/18 34/27 31/18 58/27 19/9 0
0 0 0 4/9 5/9 5/9 4/9 8/9 8/9 10/9 13/9 16/9 0
0 0 0 2/5 1/2 1/2 2/5 4/5 7/10 1 13/10 7/5 0
0 0 0 1/3 1/2 7/12 5/12 3/4 5/6 13/12 7/4 3/2 0
0 0 0 5/9 2/3 1/2 5/9 17/18 17/18 4/3 13/9 14/9 0
0 0 0 6/13 8/13 8/13 7/13 12/13 1 17/13 49/26 21/13 0
0 0 0 1/2 2/3 11/12 7/12 4/3 9/8 11/8 5/3 25/12 0
0 0 0 4/11 6/11 9/11 5/11 12/11 19/22 25/22 15/11 17/11 0
0 0 0 1/2 2/3 19/24 7/12 29/24 25/24 11/8 3/2 5/3 0
0 0 0 3/10 2/5 7/10 3/10 9/10 4/5 4/5 3/2 33/20 0
0 0 0 2/9 1/3 2/3 2/9 7/9 11/18 2/3 23/18 11/9 0
0 0 0 3/13 5/13 9/13 4/13 10/13 10/13 11/13 45/26 18/13 0
0 0 0 1/3 7/15 1 2/5 19/15 17/18 29/30 8/5 163/90 0
0 0 0 1/4 5/12 11/12 1/3 13/12 7/9 7/8 11/8 25/18 0
0 0 0 8/11 9/11 3/11 7/11 10/11 12/11 15/11 16/11 21/11 0
0 0 0 2/3 7/9 2/9 11/18 7/9 17/18 4/3 4/3 29/18 0
0 0 0 7/12 3/4 1/3 5/8 3/4 1 4/3 41/24 5/3 0
0 0 0 4/5 9/10 1/4 3/4 19/20 17/15 8/5 22/15 7/4 0
0 0 0 11/15 13/15 1/3 23/30 14/15 53/45 8/5 83/45 9/5 0
0 0 0 3/5 7/10 2/5 1/2 9/10 9/10 11/10 13/10 33/20 0
0 0 0 1/2 3/5 2/5 9/20 4/5 7/10 1 6/5 13/10 0
0 0 0 5/11 7/11 5/11 1/2 8/11 9/11 12/11 17/11 15/11 0
0 0 0 2/3 7/9 7/18 11/18 17/18 17/18 4/3 4/3 13/9 0
0 0 0 7/12 3/4 1/2 5/8 11/12 1 4/3 41/24 3/2 0
0 0 0 2/3 5/6 3/4 2/3 4/3 7/6 17/12 19/12 49/24 0
