0 0 4/29 0 13/29 12/29 17/29 27/29 44/29 37/29 61/29 79/29 215/58 0
0 0 5/29 0 15/29 12/29 16/29 27/29 39/29 79/58 70/29 98/29 114/29 0
0 0 9/40 0 21/40 3/8 3/5 7/8 3/2 5/4 161/80 97/40 55/16 0
0 0 1/8 0 11/24 5/12 5/8 1 37/24 7/6 23/12 5/2 10/3 0
0 0 1/7 0 11/21 8/21 4/7 20/21 9/7 23/21 2 19/7 65/21 0
0 0 7/33 0 6/11 13/33 2/3 32/33 17/11 40/33 127/66 25/11 106/33 0
0 0 1/13 0 11/26 9/26 17/26 29/26 41/26 31/26 23/13 121/52 40/13 0
0 0 1/16 0 1/2 1/4 9/16 7/8 9/8 33/32 25/16 69/32 77/32 0
0 0 5/32 0 1/2 3/8 23/32 35/32 13/8 83/64 61/32 71/32 203/64 0
0 0 1/18 0 4/9 2/9 11/18 7/6 13/9 29/27 5/3 73/36 22/9 0
0 0 1/17 0 9/17 4/17 10/17 1 21/17 107/102 28/17 73/34 81/34 0
0 0 5/27 0 14/27 8/27 7/9 11/9 44/27 209/162 53/27 55/27 17/6 0
0 0 1/13 0 3/13 4/13 8/13 9/13 19/13 27/26 20/13 31/13 34/13 0
0 0 3/25 0 9/25 11/25 16/25 24/25 7/5 69/50 58/25 92/25 93/25 0
0 0 1/14 0 3/14 5/14 5/7 11/14 11/7 33/28 12/7 17/7 39/14 0
0 0 1/13 0 3/13 4/13 8/13 10/13 19/13 1 20/13 30/13 33/13 0
0 0 1/10 0 7/20 2/5 13/20 19/20 27/20 23/20 39/20 59/20 3 0
0 0 1/14 0 3/14 5/14 5/7 6/7 11/7 8/7 12/7 33/14 19/7 0
0 0 1/17 0 4/17 5/17 12/17 18/17 27/17 39/34 28/17 81/34 91/34 0
0 0 1/18 0 1/3 5/18 2/3 8/9 11/9 13/12 14/9 85/36 29/12 0
0 0 1/15 0 1/5 2/5 4/5 17/15 9/5 4/3 29/15 38/15 3 0
0 0 1/17 0 5/17 4/17 12/17 21/17 28/17 113/102 29/17 77/34 83/34 0
0 0 1/20 0 7/20 1/4 7/10 21/20 27/20 131/120 33/20 93/40 19/8 0
0 0 1/9 0 5/18 1/3 8/9 13/9 35/18 73/54 19/9 22/9 26/9 0
0 0 5/27 0 14/27 13/27 8/9 1 41/27 31/27 17/9 22/9 10/3 0
0 0 4/21 0 13/21 3/7 16/21 19/21 26/21 22/21 41/21 55/21 64/21 0
0 0 10/37 0 22/37 17/37 36/37 35/37 3/2 44/37 69/37 81/37 117/37 0
0 0 1/8 0 13/24 5/12 11/12 1 35/24 7/6 13/8 13/6 3 0
0 0 1/13 0 9/13 4/13 10/13 10/13 1 1 18/13 25/13 28/13 0
0 0 6/31 0 18/31 14/31 32/31 1 3/2 40/31 55/31 63/31 95/31 0
0 0 1/13 0 9/13 3/13 11/13 12/13 15/13 1 18/13 22/13 27/13 0
0 0 1/13 0 10/13 4/13 11/13 12/13 15/13 14/13 20/13 2 29/13 0
0 0 5/23 0 15/23 8/23 25/23 25/23 67/46 30/23 42/23 41/23 61/23 0
0 0 4/21 0 1/3 3/7 22/21 19/21 32/21 22/21 5/3 7/3 58/21 0
0 0 5/27 0 11/27 13/27 1 1 38/27 31/27 2 80/27 82/27 0
0 0 6/25 0 9/25 11/25 29/25 23/25 39/25 28/25 87/50 56/25 14/5 0
0 0 1/7 0 1/3 8/21 22/21 20/21 31/21 23/21 32/21 46/21 18/7 0
0 0 1/10 0 2/5 2/5 1 19/20 13/10 23/20 8/5 47/20 12/5 0
0 0 2/11 0 7/22 5/11 13/11 1 35/22 27/22 19/11 24/11 61/22 0
0 0 2/17 0 7/17 5/17 1 18/17 25/17 18/17 26/17 35/17 37/17 0
0 0 2/21 0 3/7 8/21 22/21 23/21 10/7 25/21 12/7 50/21 17/7 0
0 0 4/21 0 8/21 8/21 25/21 26/21 12/7 9/7 40/21 15/7 55/21 0
0 0 1/7 0 5/7 29/75 47/35 451/525 233/175 697/525 107/75 2129/1050 1634/525 0
0 0 1/13 0 10/13 4/13 11/13 9/13 12/13 27/26 17/13 25/13 28/13 0
0 0 1/5 0 27/40 139/300 7/5 293/300 303/200 223/150 517/300 1237/600 2009/600 0
0 0 5/32 0 7/16 7/16 27/16 31/32 49/32 97/64 25/16 81/32 105/32 0
0 0 3/25 0 11/25 11/25 34/25 24/25 33/25 69/50 8/5 69/25 14/5 0
0 0 5/28 0 5/14 15/28 12/7 31/28 99/56 23/14 53/28 17/7 99/28 0
0 0 5/17 0 10/17 8/17 10/17 1 21/17 22/17 37/17 42/17 61/17 0
0 0 7/24 0 5/8 11/24 7/12 1 29/24 11/8 29/12 79/24 31/8 0
0 0 10/23 0 17/23 10/23 14/23 22/23 31/23 88/69 289/138 51/23 232/69 0
0 0 4/15 0 8/15 2/5 8/15 14/15 17/15 1 26/15 2 14/5 0
0 0 5/19 0 11/19 7/19 10/19 17/19 20/19 1 35/19 47/19 54/19 0
0 0 2/5 0 7/10 2/5 3/5 19/20 13/10 11/10 73/40 19/10 57/20 0
0 0 2/9 0 1/2 2/9 5/9 8/9 1 8/9 23/18 19/12 13/6 0
0 0 1/4 0 9/16 3/16 1/2 3/4 13/16 27/32 5/4 57/32 63/32 0
0 0 6/19 0 12/19 6/19 12/19 18/19 23/19 41/38 30/19 30/19 5/2 0
0 0 4/17 0 9/17 2/17 10/17 1 18/17 43/51 22/17 3/2 32/17 0
0 0 5/18 0 11/18 1/6 5/9 17/18 1 95/108 25/18 65/36 71/36 0
0 0 1/3 0 13/21 5/21 16/21 25/21 10/7 143/126 37/21 5/3 103/42 0
0 0 2/9 0 4/9 1/2 2/3 19/18 11/9 13/9 22/9 35/9 35/9 0
0 0 1/5 0 2/5 2/5 3/5 14/15 16/15 16/15 28/15 43/15 43/15 0
0 0 1/5 0 3/10 1/10 3/5 4/5 9/10 3/4 1 31/20 7/4 0
0 0 1/5 0 2/5 1/5 3/5 4/5 13/15 9/10 19/15 61/30 61/30 0
0 0 3/13 0 5/13 1/13 9/13 15/13 16/13 5/6 17/13 43/26 47/26 0
0 0 2/9 0 4/9 1/6 2/3 19/18 10/9 101/108 13/9 73/36 73/36 0
0 0 3/11 0 4/11 2/11 10/11 17/11 19/11 37/33 21/11 21/11 26/11 0
0 0 7/20 0 3/5 2/5 4/5 17/20 11/10 9/10 8/5 19/10 53/20 0
0 0 1/3 0 2/3 8/21 5/7 17/21 1 19/21 12/7 16/7 8/3 0
0 0 4/9 0 19/27 11/27 25/27 23/27 11/9 1 5/3 16/9 8/3 0
0 0 6/19 0 12/19 5/19 15/19 15/19 18/19 16/19 22/19 28/19 39/19 0
0 0 1/3 0 11/15 1/5 2/3 3/5 2/3 11/15 1 22/15 8/5 0
0 0 4/11 0 15/22 4/11 21/22 19/22 25/22 23/22 16/11 16/11 26/11 0
0 0 1/3 0 11/15 2/15 4/5 13/15 14/15 4/5 17/15 4/3 5/3 0
0 0 3/8 0 13/16 3/16 3/4 13/16 7/8 13/16 19/16 25/16 27/16 0
0 0 8/21 0 5/7 2/7 22/21 23/21 4/3 8/7 5/3 32/21 7/3 0
0 0 5/13 0 6/13 4/13 1 9/13 1 9/13 16/13 21/13 2 0
0 0 1/3 0 1/2 5/12 23/24 7/8 13/12 23/24 7/4 8/3 8/3 0
0 0 7/15 0 8/15 1/3 6/5 11/15 17/15 4/5 41/30 8/5 32/15 0
0 0 1/3 0 7/15 1/5 14/15 11/15 14/15 11/15 1 22/15 26/15 0
0 0 6/19 0 10/19 5/19 17/19 14/19 16/19 16/19 22/19 35/19 34/19 0
0 0 5/13 0 6/13 4/13 15/13 10/13 14/13 11/13 16/13 18/13 25/13 0
0 0 1/3 0 8/15 2/15 14/15 1 17/15 4/5 6/5 23/15 5/3 0
0 0 1/3 0 4/7 5/21 20/21 20/21 22/21 19/21 4/3 40/21 13/7 0
0 0 3/8 0 1/2 1/4 19/16 5/4 3/2 17/16 27/16 27/16 35/16 0
0 0 10/27 0 22/27 19/81 10/9 50/81 65/81 17/18 25/27 25/18 19/9 0
0 0 3/8 0 13/16 3/16 3/4 1/2 9/16 3/4 7/8 23/16 25/16 0
0 0 2/5 0 4/5 28/75 29/25 62/75 86/75 29/25 7/5 37/25 63/25 0
0 0 5/12 0 5/8 5/24 17/12 7/12 19/24 1 5/6 41/24 17/8 0
0 0 5/13 0 8/13 7/26 33/26 17/26 10/13 27/26 27/26 57/26 55/26 0
0 0 3/7 0 1/2 5/14 10/7 11/14 8/7 15/14 9/7 3/2 16/7 0
0 0 9/25 0 4/25 6/25 8/25 16/25 34/25 47/50 43/25 62/25 159/50 0
0 0 5/12 0 5/24 5/24 1/4 7/12 29/24 1 2 73/24 83/24 0
0 0 1/2 0 1/5 9/40 7/20 51/80 57/40 451/480 397/240 173/80 173/60 0
0 0 6/19 0 3/19 5/19 7/19 15/19 27/19 16/19 30/19 43/19 54/19 0
0 0 1/3 0 1/5 1/5 4/15 11/15 6/5 11/15 5/3 12/5 8/3 0
0 0 7/15 0 1/5 4/15 13/30 49/60 23/15 19/20 5/3 25/12 167/60 0
0 0 1/4 0 1/10 1/4 2/5 11/10 33/20 1 33/20 91/40 57/20 0
0 0 1/5 0 1/10 1/10 1/5 4/5 11/10 3/4 7/5 39/20 43/20 0
0 0 11/28 0 1/7 2/7 1/2 61/56 7/4 8/7 51/28 123/56 83/28 0
0 0 3/13 0 1/13 2/13 4/13 16/13 21/13 37/39 22/13 55/26 32/13 0
0 0 1/5 0 1/10 1/10 1/5 9/10 6/5 47/60 3/2 39/20 43/20 0
0 0 5/12 0 1/6 1/4 7/12 61/48 11/6 11/9 2 103/48 23/8 0
0 0 3/8 0 1/16 3/16 3/8 1/2 21/16 3/4 5/4 17/8 9/4 0
0 0 5/13 0 3/26 7/26 5/13 17/26 33/26 27/26 25/13 43/13 42/13 0
0 0 1/2 0 1/22 5/22 5/11 25/44 63/44 75/88 15/11 89/44 101/44 0
0 0 1/3 0 1/15 1/5 2/5 3/5 4/3 11/15 19/15 31/15 11/5 0
0 0 6/19 0 2/19 5/19 8/19 14/19 24/19 16/19 31/19 50/19 49/19 0
0 0 9/20 0 1/20 1/4 1/2 27/40 59/40 7/8 57/40 81/40 93/40 0
0 0 5/18 0 1/18 2/9 1/2 1 29/18 35/36 3/2 9/4 89/36 0
0 0 1/5 0 1/15 1/5 7/15 4/5 6/5 9/10 7/5 13/6 13/6 0
0 0 2/5 0 1/20 3/10 3/5 41/40 71/40 9/8 17/10 91/40 107/40 0
0 0 1/4 0 1/16 3/16 1/2 19/16 27/16 95/96 13/8 71/32 75/32 0
0 0 3/16 0 1/16 3/16 1/2 15/16 21/16 89/96 3/2 69/32 69/32 0
0 0 8/21 0 2/21 2/7 5/7 55/42 27/14 155/126 41/21 97/42 115/42 0
0 0 7/20 0 1/4 2/5 3/4 17/20 29/20 9/10 33/20 23/10 61/20 0
0 0 5/13 0 4/13 4/13 7/13 9/13 15/13 9/13 22/13 31/13 36/13 0
0 0 7/15 0 3/10 2/5 13/15 5/6 3/2 1 101/60 31/15 29/10 0
0 0 4/15 0 1/5 2/5 4/5 14/15 22/15 1 22/15 31/15 43/15 0
0 0 4/11 0 5/22 5/11 1 1 35/22 27/22 19/11 2 3 0
0 0 2/5 0 4/15 2/5 17/15 6/5 5/3 7/5 2 28/15 43/15 0
0 0 1/3 0 4/21 8/21 19/21 17/21 31/21 19/21 32/21 47/21 55/21 0
0 0 1/3 0 5/24 5/12 7/8 7/8 11/8 23/24 11/6 17/6 17/6 0
0 0 3/7 0 3/14 11/28 1 23/28 43/28 1 45/28 59/28 37/14 0
0 0 5/19 0 3/19 7/19 18/19 17/19 28/19 1 27/19 40/19 47/19 0
0 0 1/5 0 2/15 2/5 14/15 14/15 4/3 16/15 23/15 34/15 34/15 0
0 0 8/23 0 4/23 10/23 25/23 22/23 37/23 27/23 38/23 48/23 62/23 0
0 0 3/13 0 2/13 4/13 12/13 1 19/13 1 19/13 2 27/13 0
0 0 1/5 0 2/15 2/5 1 16/15 22/15 17/15 5/3 7/3 7/3 0
0 0 7/20 0 1/5 2/5 23/20 6/5 7/4 13/10 19/10 21/10 53/20 0
0 0 5/17 0 4/17 8/17 20/17 1 27/17 22/17 27/17 38/17 57/17 0
0 0 5/13 0 3/13 7/13 18/13 29/26 7/4 20/13 49/26 57/26 46/13 0
0 0 7/25 0 1/5 12/25 37/25 26/25 42/25 36/25 41/25 13/5 81/25 0
0 0 2/9 0 1/6 1/2 25/18 19/18 3/2 13/9 31/18 53/18 53/18 0
0 0 5/14 0 5/28 15/28 3/2 31/28 101/56 43/28 13/7 65/28 47/14 0
0 0 11/18 0 5/18 2/9 5/18 5/9 19/18 29/36 3/2 37/18 8/3 0
0 0 13/22 0 7/22 5/22 3/11 13/22 23/22 41/44 20/11 30/11 34/11 0
0 0 22/29 0 9/29 6/29 9/29 33/58 73/58 287/348 257/174 107/58 433/174 0
0 0 8/15 0 4/15 1/5 4/15 3/5 1 3/5 6/5 5/3 31/15 0
0 0 1/2 0 5/16 3/16 1/4 5/8 15/16 5/8 11/8 2 35/16 0
0 0 16/23 0 7/23 5/23 8/23 31/46 59/46 35/46 32/23 77/46 103/46 0
0 0 8/17 0 4/17 2/17 5/17 13/17 18/17 11/17 18/17 3/2 31/17 0
0 0 6/13 0 4/13 1/13 3/13 8/13 10/13 15/26 1 3/2 41/26 0
0 0 13/21 0 5/21 4/21 8/21 5/6 19/14 6/7 29/21 67/42 46/21 0
0 0 7/15 0 4/15 1/15 1/3 14/15 17/15 31/45 6/5 3/2 26/15 0
0 0 1/2 0 5/14 1/14 2/7 11/14 13/14 53/84 8/7 43/28 45/28 0
0 0 13/22 0 3/11 2/11 6/11 49/44 69/44 67/66 37/22 7/4 26/11 0
0 0 7/10 0 1/10 1/10 1/5 3/10 9/10 9/20 4/5 3/2 3/2 0
0 0 13/23 0 4/23 6/23 8/23 14/23 24/23 43/46 40/23 71/23 67/23 0
0 0 6/7 0 1/14 1/7 2/7 11/28 33/28 33/56 1 43/28 47/28 0
0 0 3/5 0 1/10 1/10 1/5 2/5 9/10 2/5 4/5 7/5 7/5 0
0 0 1/2 0 1/6 2/9 1/3 11/18 17/18 2/3 4/3 41/18 19/9 0
0 0 10/13 0 1/13 2/13 4/13 1/2 31/26 15/26 27/26 3/2 43/26 0
0 0 1/2 0 1/7 1/14 5/14 5/7 15/14 17/28 13/14 43/28 45/28 0
0 0 7/16 0 3/16 1/8 3/8 5/8 13/16 21/32 1 55/32 51/32 0
0 0 9/13 0 1/13 2/13 5/13 19/26 35/26 19/26 15/13 41/26 47/26 0
0 0 7/15 0 1/5 1/15 7/15 1 19/15 13/18 6/5 49/30 17/10 0
0 0 4/9 0 2/9 1/9 4/9 5/6 1 77/108 7/6 7/4 59/36 0
0 0 10/17 0 3/17 3/17 11/17 41/34 57/34 101/102 28/17 63/34 75/34 0
0 0 5/9 0 7/18 5/18 11/18 11/18 1 11/18 11/9 5/3 13/6 0
0 0 9/16 0 7/16 1/4 1/2 9/16 7/8 9/16 21/16 15/8 17/8 0
0 0 17/26 0 11/26 4/13 10/13 17/26 31/26 10/13 71/52 21/13 59/26 0
0 0 8/15 0 2/5 1/5 3/5 3/5 13/15 3/5 13/15 19/15 5/3 0
0 0 3/5 0 1/2 1/10 2/5 2/5 1/2 2/5 3/5 1 1 0
0 0 11/19 0 7/19 6/19 16/19 14/19 22/19 17/19 24/19 26/19 40/19 0
