0 0 0 5/29 16/29 9/29 67/58 109/87 307/174 68/29 211/87 91/29 643/174 785/174 1183/174 0
0 0 0 3/23 10/23 8/23 20/23 35/46 55/46 41/23 44/23 53/23 64/23 76/23 116/23 0
0 0 0 2/21 1/3 8/21 47/63 73/126 59/63 97/63 107/63 43/21 22/9 185/63 185/42 0
0 0 0 2/13 1/2 9/26 49/52 47/52 18/13 25/13 29/13 127/52 165/52 7/2 145/26 0
0 0 0 5/27 16/27 8/27 17/18 23/27 77/54 56/27 19/9 25/9 161/54 203/54 103/18 0
0 0 0 4/27 13/27 1/3 5/6 41/54 67/54 103/54 55/27 137/54 77/27 92/27 143/27 0
0 0 0 2/21 1/3 8/21 13/18 67/126 8/9 197/126 107/63 89/42 151/63 26/9 61/14 0
0 0 0 7/40 11/20 7/20 33/40 1 123/80 43/20 213/80 59/20 287/80 19/5 509/80 0
0 0 0 5/27 16/27 8/27 5/6 8/9 40/27 58/27 119/54 26/9 28/9 211/54 157/27 0
0 0 0 4/25 13/25 8/25 18/25 4/5 67/50 101/50 53/25 67/25 149/50 18/5 27/5 0
0 0 0 3/25 2/5 9/25 11/15 21/25 63/50 293/150 52/25 131/50 151/50 269/75 132/25 0
0 0 0 5/28 4/7 9/28 19/28 27/28 87/56 123/56 5/2 85/28 97/28 109/28 171/28 0
0 0 0 4/27 4/9 4/27 11/9 133/81 164/81 67/27 467/162 7/2 335/81 803/162 1231/162 0
0 0 0 1/8 3/8 1/8 15/16 17/16 45/32 31/16 75/32 41/16 101/32 29/8 181/32 0
0 0 0 1/12 1/4 1/12 3/4 3/4 1 19/12 49/24 13/6 21/8 37/12 14/3 0
0 0 0 1/6 1/2 1/6 19/18 11/9 5/3 13/6 97/36 25/9 133/36 71/18 77/12 0
0 0 0 4/25 12/25 4/25 24/25 6/5 41/25 54/25 64/25 31/10 84/25 41/10 321/50 0
0 0 0 1/7 3/7 1/7 6/7 22/21 61/42 43/21 103/42 59/21 45/14 26/7 83/14 0
0 0 0 1/12 1/4 1/12 3/4 3/4 1 5/3 17/8 7/3 65/24 19/6 29/6 0
0 0 0 6/31 18/31 6/31 28/31 39/31 56/31 75/31 193/62 104/31 255/62 133/31 451/62 0
0 0 0 2/13 6/13 2/13 11/13 18/13 95/52 31/13 149/52 181/52 197/52 239/52 7 0
