0 0 0 2/7 3/7 6/7 1/2 5/7 8/7 0
0 0 0 1/4 5/8 1 11/16 13/16 11/8 0
0 0 0 1/4 3/4 1 3/4 15/16 11/8 0
0 0 0 1/6 1/3 1 1/4 1/2 5/6 0
0 0 0 1/6 1/2 7/6 5/12 7/12 1 0
0 0 0 1/6 2/3 7/6 1/2 3/4 1 0
0 0 1/6 0 1/6 1 5/12 2/3 4/3 0
0 0 1/4 0 3/8 1 11/16 11/16 3/2 0
0 0 1/3 0 4/9 1 5/6 5/6 14/9 0
0 0 1/6 0 1/6 1 1/4 1/2 1 0
0 0 2/7 0 2/7 1 1/2 1/2 8/7 0
0 0 1/2 0 2/5 19/20 3/4 7/10 6/5 0
