0 0 0 5/12 5/12 7/6 11/12 17/12 17/12 19/12 0
0 0 0 2/5 2/5 9/10 9/10 7/5 6/5 7/5 0
0 0 0 2/5 2/5 7/10 9/10 8/5 7/5 7/5 0
0 0 0 5/11 5/11 16/11 13/11 18/11 16/11 16/11 0
0 0 0 5/11 5/11 14/11 13/11 18/11 15/11 16/11 0
0 0 0 5/11 5/11 12/11 13/11 20/11 17/11 16/11 0
0 0 3/4 0 5/8 5/8 3/4 7/8 19/16 13/8 0
0 0 5/7 0 4/7 3/7 5/7 6/7 1 10/7 0
0 0 5/7 0 4/7 2/7 5/7 1 8/7 10/7 0
0 0 6/7 0 5/7 6/7 1 1 17/14 11/7 0
0 0 6/7 0 5/7 5/7 1 1 8/7 11/7 0
0 0 6/7 0 5/7 4/7 1 8/7 9/7 11/7 0
0 0 9/10 0 13/20 2/5 1/2 3/4 21/20 3/2 0
0 0 7/8 0 5/8 1/4 1/2 13/16 15/16 11/8 0
0 0 6/7 0 9/14 1/7 4/7 1 8/7 10/7 0
