0 0 13/30 0 19/30 29/60 17/15 23/30 11/12 23/30 7/5 41/30 61/30 0
0 0 3/7 0 4/7 1/2 5/6 11/14 17/21 9/14 19/14 7/6 25/14 0
0 0 13/28 0 19/28 37/56 73/84 15/14 151/168 11/14 13/8 31/21 167/84 0
0 0 3/7 0 4/7 2/7 47/42 5/6 6/7 5/6 53/42 26/21 79/42 0
0 0 5/11 0 13/22 7/22 10/11 10/11 9/11 17/22 15/11 23/22 39/22 0
0 0 3/7 0 2/3 3/7 37/42 47/42 31/42 31/42 32/21 9/7 73/42 0
0 0 13/28 0 19/28 1/4 83/56 69/56 1 61/56 45/28 47/28 125/56 0
0 0 3/7 0 2/3 5/21 8/7 25/21 16/21 19/21 61/42 19/14 38/21 0
0 0 13/28 0 11/14 5/14 65/56 79/56 43/56 51/56 95/56 11/7 103/56 0
0 0 11/23 0 12/23 21/46 26/23 18/23 1 15/23 33/23 57/46 41/23 0
0 0 1/2 0 6/11 21/44 43/44 17/22 10/11 25/44 16/11 12/11 73/44 0
0 0 17/33 0 7/11 43/66 191/198 71/66 199/198 8/11 223/132 142/99 188/99 0
0 0 7/16 0 1/2 5/16 41/32 29/32 15/16 23/32 45/32 19/16 55/32 0
0 0 1/2 0 7/12 1/3 9/8 17/16 49/48 37/48 79/48 55/48 15/8 0
0 0 1/2 0 17/26 11/26 57/52 33/26 25/26 19/26 7/4 71/52 95/52 0
0 0 10/23 0 13/23 6/23 79/46 63/46 49/46 24/23 83/46 79/46 99/46 0
0 0 8/21 0 11/21 2/7 10/7 29/21 13/14 13/14 37/21 31/21 40/21 0
0 0 15/32 0 11/16 3/8 87/64 99/64 29/32 29/32 121/64 105/64 121/64 0
0 0 11/23 0 12/23 25/46 45/46 17/23 45/46 20/23 53/46 55/46 40/23 0
0 0 7/16 0 1/2 21/32 3/4 25/32 27/32 25/32 9/8 33/32 49/32 0
0 0 10/23 0 13/23 43/46 101/138 26/23 127/138 47/46 65/46 197/138 125/69 0
0 0 1/2 0 6/11 9/22 23/22 17/22 41/44 10/11 25/22 49/44 75/44 0
0 0 1/2 0 7/12 11/24 7/8 23/24 23/24 23/24 31/24 25/24 7/4 0
0 0 8/21 0 11/21 16/21 31/42 25/21 5/6 15/14 4/3 9/7 71/42 0
0 0 17/33 0 7/11 4/11 47/33 40/33 73/66 13/11 3/2 107/66 47/22 0
0 0 1/2 0 17/26 5/13 14/13 16/13 12/13 27/26 71/52 69/52 23/13 0
0 0 15/32 0 11/16 19/32 67/64 47/32 55/64 9/8 99/64 25/16 115/64 0
0 0 14/27 0 5/9 29/54 61/54 7/9 1 41/54 4/3 31/27 43/27 0
0 0 13/24 0 7/12 7/12 1 37/48 11/12 11/16 65/48 1 23/16 0
0 0 19/36 0 11/18 29/36 25/27 19/18 107/108 7/8 221/144 287/216 91/54 0
