0 0 3/11 0 9/11 23/22 29/22 29/22 113/66 63/22 0
0 0 2/5 0 3/5 19/20 27/20 23/20 3/2 5/2 0
0 0 2/9 0 1 7/6 29/18 23/18 101/54 53/18 0
0 0 1/3 0 7/9 19/18 29/18 7/6 5/3 8/3 0
0 0 1/7 0 1 15/14 11/7 17/14 71/42 18/7 0
0 0 1/4 0 3/4 15/16 3/2 17/16 23/16 9/4 0
0 0 2/9 0 1 25/18 25/18 23/18 101/54 53/18 0
0 0 1/3 0 7/9 23/18 25/18 7/6 5/3 8/3 0
0 0 1/5 0 11/10 27/20 31/20 23/20 113/60 57/20 0
0 0 3/10 0 9/10 5/4 31/20 21/20 17/10 13/5 0
0 0 1/7 0 8/7 17/14 11/7 15/14 71/42 17/7 0
0 0 1/4 0 7/8 17/16 3/2 15/16 23/16 17/8 0
0 0 1/7 0 1 10/7 17/14 17/14 71/42 18/7 0
0 0 1/4 0 3/4 5/4 19/16 17/16 23/16 9/4 0
0 0 1/7 0 8/7 10/7 19/14 15/14 71/42 17/7 0
0 0 1/4 0 7/8 5/4 21/16 15/16 23/16 17/8 0
0 0 1/8 0 9/8 5/4 11/8 1 37/24 17/8 0
0 0 2/9 0 8/9 10/9 4/3 8/9 4/3 17/9 0
0 0 9/14 0 73/84 79/84 8/7 97/84 31/21 209/84 0
0 0 7/9 0 37/54 43/54 11/9 49/54 11/9 107/54 0
0 0 8/13 0 73/78 85/78 15/13 73/78 56/39 173/78 0
0 0 7/10 0 49/60 61/60 6/5 49/60 13/10 119/60 0
0 0 3/8 0 9/8 5/4 11/8 7/8 77/48 37/16 0
0 0 4/7 0 1 8/7 10/7 5/7 10/7 2 0
0 0 7/12 0 19/18 91/72 7/6 67/72 103/72 73/36 0
0 0 7/11 0 32/33 79/66 13/11 5/6 29/22 61/33 0
0 0 3/8 0 5/4 23/16 11/8 7/8 77/48 17/8 0
0 0 1/2 0 9/8 21/16 11/8 3/4 23/16 15/8 0
0 0 2/7 0 9/7 19/14 10/7 13/14 65/42 2 0
0 0 3/7 0 8/7 17/14 10/7 11/14 19/14 12/7 0
0 0 9/14 0 73/84 1/2 19/12 97/84 31/21 209/84 0
0 0 7/9 0 37/54 4/9 85/54 49/54 11/9 107/54 0
0 0 8/13 0 73/78 7/13 133/78 73/78 56/39 173/78 0
0 0 7/10 0 49/60 1/2 103/60 49/60 13/10 119/60 0
0 0 7/12 0 19/18 7/12 133/72 67/72 103/72 73/36 0
0 0 7/11 0 32/33 6/11 11/6 5/6 29/22 61/33 0
0 0 3/8 0 9/8 1 13/8 7/8 77/48 37/16 0
0 0 4/7 0 1 6/7 12/7 5/7 10/7 2 0
0 0 3/8 0 5/4 1 29/16 7/8 77/48 17/8 0
0 0 1/2 0 9/8 7/8 29/16 3/4 23/16 15/8 0
0 0 2/7 0 9/7 8/7 23/14 13/14 65/42 2 0
0 0 3/7 0 8/7 1 23/14 11/14 19/14 12/7 0
0 0 11/13 0 5/6 1/2 35/26 97/104 97/78 105/52 0
0 0 16/17 0 73/102 7/17 23/17 45/68 101/102 25/17 0
0 0 11/14 0 20/21 13/28 23/14 11/14 107/84 13/7 0
0 0 10/11 0 28/33 9/22 18/11 7/11 73/66 17/11 0
0 0 9/11 0 37/33 1/2 41/22 9/11 43/33 19/11 0
0 0 9/10 0 31/30 9/20 37/20 7/10 7/6 3/2 0
0 0 11/14 0 20/21 6/7 5/4 11/14 107/84 13/7 0
0 0 10/11 0 28/33 8/11 29/22 7/11 73/66 17/11 0
0 0 3/5 0 21/20 17/20 29/20 13/20 4/3 9/5 0
0 0 7/9 0 17/18 13/18 3/2 1/2 7/6 3/2 0
0 0 4/7 0 9/7 13/14 25/14 11/14 31/21 13/7 0
0 0 5/7 0 8/7 11/14 25/14 9/14 9/7 11/7 0
0 0 9/11 0 37/33 23/22 29/22 9/11 43/33 19/11 0
0 0 9/10 0 31/30 19/20 27/20 7/10 7/6 3/2 0
0 0 4/7 0 9/7 17/14 3/2 11/14 31/21 13/7 0
0 0 5/7 0 8/7 15/14 3/2 9/14 9/7 11/7 0
0 0 1/2 0 11/8 19/16 27/16 7/8 37/24 15/8 0
0 0 5/8 0 5/4 17/16 27/16 3/4 11/8 13/8 0
